The currently activated Python version 2.7.16 is not supported by the project (^3.9).
Trying to find and use a compatible version. 
Using python3 (3.9.6)
id,aggregated_by,aggregate_name,year,start_date,end_date,name,type,count,amount
628,state,west-bengal,2019,2019-01-01,2019-03-31,Financial Services,TOTAL,525650,47986448.46936697
629,state,west-bengal,2019,2019-01-01,2019-03-31,Others,TOTAL,429858,279216273.42549
630,state,west-bengal,2019,2019-04-01,2019-06-30,Peer-to-peer payments,TOTAL,20285958,48394974398.37831
631,state,west-bengal,2019,2019-04-01,2019-06-30,Merchant payments,TOTAL,13646142,4657258459.145545
632,state,west-bengal,2019,2019-04-01,2019-06-30,Recharge & bill payments,TOTAL,12129638,3676123279.3800926
633,state,west-bengal,2019,2019-04-01,2019-06-30,Financial Services,TOTAL,421037,45646046.98846317
634,state,west-bengal,2019,2019-04-01,2019-06-30,Others,TOTAL,540760,331688935.22631323
635,state,west-bengal,2019,2019-07-01,2019-09-30,Merchant payments,TOTAL,30804036,8273187167.0788555
636,state,west-bengal,2019,2019-07-01,2019-09-30,Peer-to-peer payments,TOTAL,21522913,57058405341.48096
637,state,west-bengal,2019,2019-07-01,2019-09-30,Recharge & bill payments,TOTAL,13011501,4832486821.888576
638,state,west-bengal,2019,2019-07-01,2019-09-30,Financial Services,TOTAL,558653,57054414.83597401
639,state,west-bengal,2019,2019-07-01,2019-09-30,Others,TOTAL,547726,319398871.5461071
640,state,west-bengal,2019,2019-10-01,2019-12-31,Peer-to-peer payments,TOTAL,67037576,76593333397.8665
641,state,west-bengal,2019,2019-10-01,2019-12-31,Recharge & bill payments,TOTAL,14511711,4859794689.902503
642,state,west-bengal,2019,2019-10-01,2019-12-31,Merchant payments,TOTAL,14187744,6477138700.812115
643,state,west-bengal,2019,2019-10-01,2019-12-31,Financial Services,TOTAL,653648,77047243.72974005
644,state,west-bengal,2019,2019-10-01,2019-12-31,Others,TOTAL,415159,196296222.33587587
645,state,west-bengal,2021,2021-01-01,2021-03-31,Peer-to-peer payments,TOTAL,53869075,202240249482.85385
646,state,west-bengal,2021,2021-01-01,2021-03-31,Merchant payments,TOTAL,37143701,28918343691.018497
647,state,west-bengal,2021,2021-01-01,2021-03-31,Recharge & bill payments,TOTAL,26673733,11339665944.69124
648,state,west-bengal,2021,2021-01-01,2021-03-31,Financial Services,TOTAL,166727,175445811.88444334
649,state,west-bengal,2021,2021-01-01,2021-03-31,Others,TOTAL,400816,263502545.07389978
650,state,west-bengal,2021,2021-04-01,2021-06-30,Peer-to-peer payments,TOTAL,64661051,230812278789.29965
651,state,west-bengal,2021,2021-04-01,2021-06-30,Merchant payments,TOTAL,41696787,34787867208.31932
652,state,west-bengal,2021,2021-04-01,2021-06-30,Recharge & bill payments,TOTAL,34799709,13331453857.609217
653,state,west-bengal,2021,2021-04-01,2021-06-30,Financial Services,TOTAL,190537,186466487.6307634
654,state,west-bengal,2021,2021-04-01,2021-06-30,Others,TOTAL,549353,316744715.7049847
655,state,west-bengal,2020,2020-01-01,2020-03-31,Peer-to-peer payments,TOTAL,28457404,82770282623.80914
656,state,west-bengal,2020,2020-01-01,2020-03-31,Merchant payments,TOTAL,19779392,8097859088.519976
657,state,west-bengal,2020,2020-01-01,2020-03-31,Recharge & bill payments,TOTAL,17448908,5550815439.734788
658,state,west-bengal,2020,2020-01-01,2020-03-31,Financial Services,TOTAL,210068,58280893.55150119
659,state,west-bengal,2020,2020-01-01,2020-03-31,Others,TOTAL,354609,176067145.3227705
660,state,west-bengal,2020,2020-04-01,2020-06-30,Peer-to-peer payments,TOTAL,24855687,84984004330.7718
661,state,west-bengal,2020,2020-04-01,2020-06-30,Recharge & bill payments,TOTAL,22220012,7496845561.868595
662,state,west-bengal,2020,2020-04-01,2020-06-30,Merchant payments,TOTAL,10225729,7404190137.669086
663,state,west-bengal,2020,2020-04-01,2020-06-30,Financial Services,TOTAL,130595,89987205.23090403
664,state,west-bengal,2020,2020-04-01,2020-06-30,Others,TOTAL,244774,124404641.81495729
665,state,west-bengal,2020,2020-07-01,2020-09-30,Peer-to-peer payments,TOTAL,37556349,133120676151.84232
666,state,west-bengal,2020,2020-07-01,2020-09-30,Recharge & bill payments,TOTAL,22284079,8768630922.970161
667,state,west-bengal,2020,2020-07-01,2020-09-30,Merchant payments,TOTAL,19599024,14614394375.389553
668,state,west-bengal,2020,2020-07-01,2020-09-30,Financial Services,TOTAL,151996,125973420.85650632
669,state,west-bengal,2020,2020-07-01,2020-09-30,Others,TOTAL,363056,183680984.08253318
670,state,west-bengal,2020,2020-10-01,2020-12-31,Peer-to-peer payments,TOTAL,46437233,166391874596.30487
671,state,west-bengal,2020,2020-10-01,2020-12-31,Merchant payments,TOTAL,30077510,22241302940.832962
672,state,west-bengal,2020,2020-10-01,2020-12-31,Recharge & bill payments,TOTAL,23158305,10074605883.201237
673,state,west-bengal,2020,2020-10-01,2020-12-31,Financial Services,TOTAL,178455,164241191.7401362
674,state,west-bengal,2020,2020-10-01,2020-12-31,Others,TOTAL,489142,293466753.56894124
675,state,west-bengal,2018,2018-01-01,2018-03-31,Recharge & bill payments,TOTAL,5773831,964309485.9592385
676,state,west-bengal,2018,2018-01-01,2018-03-31,Peer-to-peer payments,TOTAL,4383075,8874266825.985771
677,state,west-bengal,2018,2018-01-01,2018-03-31,Financial Services,TOTAL,665171,119502271.66944443
678,state,west-bengal,2018,2018-01-01,2018-03-31,Merchant payments,TOTAL,443378,366788699.65713125
679,state,west-bengal,2018,2018-01-01,2018-03-31,Others,TOTAL,444770,301111268.86863834
680,state,west-bengal,2018,2018-04-01,2018-06-30,Peer-to-peer payments,TOTAL,8284944,15889890046.862814
681,state,west-bengal,2018,2018-04-01,2018-06-30,Recharge & bill payments,TOTAL,7360522,1563841173.839662
682,state,west-bengal,2018,2018-04-01,2018-06-30,Financial Services,TOTAL,1121570,160809685.93886387
683,state,west-bengal,2018,2018-04-01,2018-06-30,Merchant payments,TOTAL,937608,715914360.819237
684,state,west-bengal,2018,2018-04-01,2018-06-30,Others,TOTAL,377802,298728202.7433254
685,state,west-bengal,2018,2018-07-01,2018-09-30,Peer-to-peer payments,TOTAL,41882429,38439798815.23789
686,state,west-bengal,2018,2018-07-01,2018-09-30,Recharge & bill payments,TOTAL,7596315,1992473341.2750623
687,state,west-bengal,2018,2018-07-01,2018-09-30,Merchant payments,TOTAL,2252265,979603555.1397107
688,state,west-bengal,2018,2018-07-01,2018-09-30,Financial Services,TOTAL,1619524,185187032.8965006
689,state,west-bengal,2018,2018-07-01,2018-09-30,Others,TOTAL,354883,246871438.6293067
690,state,west-bengal,2018,2018-10-01,2018-12-31,Peer-to-peer payments,TOTAL,17154995,35303180047.06148
691,state,west-bengal,2018,2018-10-01,2018-12-31,Recharge & bill payments,TOTAL,9425082,2467741143.2258015
692,state,west-bengal,2018,2018-10-01,2018-12-31,Merchant payments,TOTAL,8633569,2294203496.6575317
693,state,west-bengal,2018,2018-10-01,2018-12-31,Financial Services,TOTAL,734796,93755616.52283625
694,state,west-bengal,2018,2018-10-01,2018-12-31,Others,TOTAL,565106,330738908.23670936
695,state,uttar-pradesh,2019,2019-01-01,2019-03-31,Peer-to-peer payments,TOTAL,32062452,68506766330.45149
696,state,uttar-pradesh,2019,2019-01-01,2019-03-31,Recharge & bill payments,TOTAL,15400713,4231102032.9564486
697,state,uttar-pradesh,2019,2019-01-01,2019-03-31,Merchant payments,TOTAL,8558766,3105904146.2085333
698,state,uttar-pradesh,2019,2019-01-01,2019-03-31,Financial Services,TOTAL,389733,43341558.48535549
699,state,uttar-pradesh,2019,2019-01-01,2019-03-31,Others,TOTAL,912840,637066065.9078369
700,state,uttar-pradesh,2019,2019-04-01,2019-06-30,Peer-to-peer payments,TOTAL,27105049,87581482658.94861
701,state,uttar-pradesh,2019,2019-04-01,2019-06-30,Recharge & bill payments,TOTAL,17551537,5627886175.9093685
702,state,uttar-pradesh,2019,2019-04-01,2019-06-30,Merchant payments,TOTAL,12733089,4894223107.452321
703,state,uttar-pradesh,2019,2019-04-01,2019-06-30,Financial Services,TOTAL,264091,38169259.945291094
704,state,uttar-pradesh,2019,2019-04-01,2019-06-30,Others,TOTAL,1229734,775758168.4201038
705,state,uttar-pradesh,2019,2019-07-01,2019-09-30,Peer-to-peer payments,TOTAL,26990786,95134023863.97964
706,state,uttar-pradesh,2019,2019-07-01,2019-09-30,Recharge & bill payments,TOTAL,20359672,8000160942.595396
707,state,uttar-pradesh,2019,2019-07-01,2019-09-30,Merchant payments,TOTAL,19625935,7399443975.24218
708,state,uttar-pradesh,2019,2019-07-01,2019-09-30,Financial Services,TOTAL,258548,51363215.14597865
709,state,uttar-pradesh,2019,2019-07-01,2019-09-30,Others,TOTAL,1389018,683145478.0865316
710,state,uttar-pradesh,2019,2019-10-01,2019-12-31,Peer-to-peer payments,TOTAL,40540310,126564888408.1326
711,state,uttar-pradesh,2019,2019-10-01,2019-12-31,Recharge & bill payments,TOTAL,24299776,9082140369.774977
712,state,uttar-pradesh,2019,2019-10-01,2019-12-31,Merchant payments,TOTAL,20582052,9412924984.9687
713,state,uttar-pradesh,2019,2019-10-01,2019-12-31,Financial Services,TOTAL,242936,45686806.83093811
714,state,uttar-pradesh,2019,2019-10-01,2019-12-31,Others,TOTAL,1239931,433285937.588854
715,state,uttar-pradesh,2021,2021-01-01,2021-03-31,Peer-to-peer payments,TOTAL,85539321,321609613378.6789
716,state,uttar-pradesh,2021,2021-01-01,2021-03-31,Merchant payments,TOTAL,78873969,55362244381.43686
717,state,uttar-pradesh,2021,2021-01-01,2021-03-31,Recharge & bill payments,TOTAL,38981894,18563189222.328217
718,state,uttar-pradesh,2021,2021-01-01,2021-03-31,Financial Services,TOTAL,250656,266104783.7449573
719,state,uttar-pradesh,2021,2021-01-01,2021-03-31,Others,TOTAL,853707,486435811.3771204
720,state,uttar-pradesh,2021,2021-04-01,2021-06-30,Peer-to-peer payments,TOTAL,102927942,388761820128.4563
721,state,uttar-pradesh,2021,2021-04-01,2021-06-30,Merchant payments,TOTAL,84860582,70351401159.78787
722,state,uttar-pradesh,2021,2021-04-01,2021-06-30,Recharge & bill payments,TOTAL,53030710,22266927128.75408
723,state,uttar-pradesh,2021,2021-04-01,2021-06-30,Financial Services,TOTAL,270944,266853066.82962543
724,state,uttar-pradesh,2021,2021-04-01,2021-06-30,Others,TOTAL,858953,525487682.5584012
725,state,uttar-pradesh,2020,2020-01-01,2020-03-31,Peer-to-peer payments,TOTAL,39581157,147734706846.56177
726,state,uttar-pradesh,2020,2020-01-01,2020-03-31,Recharge & bill payments,TOTAL,29777603,11168417430.652225
727,state,uttar-pradesh,2020,2020-01-01,2020-03-31,Merchant payments,TOTAL,26741638,13072371616.871723
728,state,uttar-pradesh,2020,2020-01-01,2020-03-31,Financial Services,TOTAL,139990,64365117.409359045
729,state,uttar-pradesh,2020,2020-01-01,2020-03-31,Others,TOTAL,998744,376573949.20359
730,state,uttar-pradesh,2020,2020-04-01,2020-06-30,Recharge & bill payments,TOTAL,42229417,14668026056.368128
731,state,uttar-pradesh,2020,2020-04-01,2020-06-30,Peer-to-peer payments,TOTAL,39434202,150079524408.8693
732,state,uttar-pradesh,2020,2020-04-01,2020-06-30,Merchant payments,TOTAL,18625913,13655151082.574724
733,state,uttar-pradesh,2020,2020-04-01,2020-06-30,Financial Services,TOTAL,150360,131930242.90371712
734,state,uttar-pradesh,2020,2020-04-01,2020-06-30,Others,TOTAL,412073,209384339.5723213
735,state,uttar-pradesh,2020,2020-07-01,2020-09-30,Peer-to-peer payments,TOTAL,54449911,207530912756.73047
736,state,uttar-pradesh,2020,2020-07-01,2020-09-30,Recharge & bill payments,TOTAL,37465163,16437365640.853413
737,state,uttar-pradesh,2020,2020-07-01,2020-09-30,Merchant payments,TOTAL,34697942,24224433240.836243
738,state,uttar-pradesh,2020,2020-07-01,2020-09-30,Financial Services,TOTAL,206210,194129227.54374278
739,state,uttar-pradesh,2020,2020-07-01,2020-09-30,Others,TOTAL,586033,303114557.0989778
740,state,uttar-pradesh,2020,2020-10-01,2020-12-31,Peer-to-peer payments,TOTAL,75433782,294401153346.76337
741,state,uttar-pradesh,2020,2020-10-01,2020-12-31,Merchant payments,TOTAL,61922138,44438824680.670944
742,state,uttar-pradesh,2020,2020-10-01,2020-12-31,Recharge & bill payments,TOTAL,39570153,17793973968.761925
743,state,uttar-pradesh,2020,2020-10-01,2020-12-31,Financial Services,TOTAL,246868,255803306.13741985
744,state,uttar-pradesh,2020,2020-10-01,2020-12-31,Others,TOTAL,994576,539071475.9342327
745,state,uttar-pradesh,2018,2018-01-01,2018-03-31,Recharge & bill payments,TOTAL,7003704,1201827543.8816488
746,state,uttar-pradesh,2018,2018-01-01,2018-03-31,Peer-to-peer payments,TOTAL,4123625,11786969148.760597
747,state,uttar-pradesh,2018,2018-01-01,2018-03-31,Merchant payments,TOTAL,442436,428301434.2754866
748,state,uttar-pradesh,2018,2018-01-01,2018-03-31,Financial Services,TOTAL,397328,75150444.99108115
749,state,uttar-pradesh,2018,2018-01-01,2018-03-31,Others,TOTAL,570712,447722351.3138524
750,state,uttar-pradesh,2018,2018-04-01,2018-06-30,Recharge & bill payments,TOTAL,9232131,2044535461.482608
751,state,uttar-pradesh,2018,2018-04-01,2018-06-30,Peer-to-peer payments,TOTAL,6484369,22197440015.945545
752,state,uttar-pradesh,2018,2018-04-01,2018-06-30,Merchant payments,TOTAL,909545,799920463.267408
753,state,uttar-pradesh,2018,2018-04-01,2018-06-30,Financial Services,TOTAL,563213,105536911.84026654
754,state,uttar-pradesh,2018,2018-04-01,2018-06-30,Others,TOTAL,521685,572768843.1641636
755,state,uttar-pradesh,2018,2018-07-01,2018-09-30,Peer-to-peer payments,TOTAL,13828768,32944051606.98276
756,state,uttar-pradesh,2018,2018-07-01,2018-09-30,Recharge & bill payments,TOTAL,9140873,2485029062.8899517
757,state,uttar-pradesh,2018,2018-07-01,2018-09-30,Merchant payments,TOTAL,2397448,1012726185.1169598
758,state,uttar-pradesh,2018,2018-07-01,2018-09-30,Financial Services,TOTAL,603303,76605144.65776658
759,state,uttar-pradesh,2018,2018-07-01,2018-09-30,Others,TOTAL,544964,493702369.5936288
760,state,uttar-pradesh,2018,2018-10-01,2018-12-31,Peer-to-peer payments,TOTAL,15804910,48836291123.914734
761,state,uttar-pradesh,2018,2018-10-01,2018-12-31,Recharge & bill payments,TOTAL,11976808,3040717446.728788
762,state,uttar-pradesh,2018,2018-10-01,2018-12-31,Merchant payments,TOTAL,6953857,2480267671.259793
763,state,uttar-pradesh,2018,2018-10-01,2018-12-31,Financial Services,TOTAL,517619,76250539.85851902
764,state,uttar-pradesh,2018,2018-10-01,2018-12-31,Others,TOTAL,847573,663216794.1554663
765,state,goa,2019,2019-01-01,2019-03-31,Peer-to-peer payments,TOTAL,378848,1310759847.8146646
766,state,goa,2019,2019-01-01,2019-03-31,Recharge & bill payments,TOTAL,275277,78212835.0406034
767,state,goa,2019,2019-01-01,2019-03-31,Merchant payments,TOTAL,74527,75946974.41483101
768,state,goa,2019,2019-01-01,2019-03-31,Financial Services,TOTAL,2013,499592.0966860995
769,state,goa,2019,2019-01-01,2019-03-31,Others,TOTAL,8147,9904147.90979165
770,state,goa,2019,2019-04-01,2019-06-30,Peer-to-peer payments,TOTAL,373759,1391933790.7547765
771,state,goa,2019,2019-04-01,2019-06-30,Recharge & bill payments,TOTAL,278060,93218689.41694948
772,state,goa,2019,2019-04-01,2019-06-30,Merchant payments,TOTAL,104592,92873008.6474504
773,state,goa,2019,2019-04-01,2019-06-30,Financial Services,TOTAL,1211,515859.8076807977
774,state,goa,2019,2019-04-01,2019-06-30,Others,TOTAL,10819,13325754.760758925
775,state,goa,2019,2019-07-01,2019-09-30,Peer-to-peer payments,TOTAL,475178,1704668027.0159788
776,state,goa,2019,2019-07-01,2019-09-30,Recharge & bill payments,TOTAL,453806,157952854.9501171
777,state,goa,2019,2019-07-01,2019-09-30,Merchant payments,TOTAL,150578,123948570.56857497
778,state,goa,2019,2019-07-01,2019-09-30,Financial Services,TOTAL,1510,1282344.8444824044
779,state,goa,2019,2019-07-01,2019-09-30,Others,TOTAL,11344,12515394.117688328
780,state,goa,2019,2019-10-01,2019-12-31,Peer-to-peer payments,TOTAL,698728,2484453030.31845
781,state,goa,2019,2019-10-01,2019-12-31,Recharge & bill payments,TOTAL,552421,205602115.14625147
782,state,goa,2019,2019-10-01,2019-12-31,Merchant payments,TOTAL,250893,218404664.8638511
783,state,goa,2019,2019-10-01,2019-12-31,Financial Services,TOTAL,1497,649712.8451498008
784,state,goa,2019,2019-10-01,2019-12-31,Others,TOTAL,11733,14350825.325765317
785,state,goa,2021,2021-01-01,2021-03-31,Peer-to-peer payments,TOTAL,2235456,7553384653.1682
786,state,goa,2021,2021-01-01,2021-03-31,Merchant payments,TOTAL,2195509,1768358976.7158575
787,state,goa,2021,2021-01-01,2021-03-31,Recharge & bill payments,TOTAL,880682,410604192.7268899
788,state,goa,2021,2021-01-01,2021-03-31,Financial Services,TOTAL,8138,12207778.148638733
789,state,goa,2021,2021-01-01,2021-03-31,Others,TOTAL,11764,12687278.26183929
790,state,goa,2021,2021-04-01,2021-06-30,Merchant payments,TOTAL,1869384,1411529033.6650195
791,state,goa,2021,2021-04-01,2021-06-30,Peer-to-peer payments,TOTAL,1866837,6195032351.177256
792,state,goa,2021,2021-04-01,2021-06-30,Recharge & bill payments,TOTAL,953219,383804809.3560881
793,state,goa,2021,2021-04-01,2021-06-30,Financial Services,TOTAL,8303,12371843.844825167
794,state,goa,2021,2021-04-01,2021-06-30,Others,TOTAL,12392,10115549.032816991
795,state,goa,2020,2020-01-01,2020-03-31,Peer-to-peer payments,TOTAL,817198,2851686768.653684
796,state,goa,2020,2020-01-01,2020-03-31,Recharge & bill payments,TOTAL,678079,244739382.20701858
797,state,goa,2020,2020-01-01,2020-03-31,Merchant payments,TOTAL,373110,298421548.1046571
798,state,goa,2020,2020-01-01,2020-03-31,Financial Services,TOTAL,1762,1816477.5692472362
799,state,goa,2020,2020-01-01,2020-03-31,Others,TOTAL,11088,13707055.389155574
800,state,goa,2020,2020-04-01,2020-06-30,Recharge & bill payments,TOTAL,758617,241196540.9379891
801,state,goa,2020,2020-04-01,2020-06-30,Peer-to-peer payments,TOTAL,493326,1766723888.2025127
802,state,goa,2020,2020-04-01,2020-06-30,Merchant payments,TOTAL,221358,168591711.94693565
803,state,goa,2020,2020-04-01,2020-06-30,Financial Services,TOTAL,3081,3328361.317987765
804,state,goa,2020,2020-04-01,2020-06-30,Others,TOTAL,5710,3775927.611346662
805,state,goa,2020,2020-07-01,2020-09-30,Peer-to-peer payments,TOTAL,759351,2723430713.3444066
806,state,goa,2020,2020-07-01,2020-09-30,Recharge & bill payments,TOTAL,696770,280187505.0339355
807,state,goa,2020,2020-07-01,2020-09-30,Merchant payments,TOTAL,446880,353193881.4783259
808,state,goa,2020,2020-07-01,2020-09-30,Financial Services,TOTAL,4985,6418950.466847964
809,state,goa,2020,2020-07-01,2020-09-30,Others,TOTAL,7545,5112530.621144422
810,state,goa,2020,2020-10-01,2020-12-31,Peer-to-peer payments,TOTAL,1550251,5407626413.043346
811,state,goa,2020,2020-10-01,2020-12-31,Merchant payments,TOTAL,1389834,1123844212.5171819
812,state,goa,2020,2020-10-01,2020-12-31,Recharge & bill payments,TOTAL,839199,345088772.3784919
813,state,goa,2020,2020-10-01,2020-12-31,Financial Services,TOTAL,7287,10386560.386677971
814,state,goa,2020,2020-10-01,2020-12-31,Others,TOTAL,14810,12846789.254236266
815,state,goa,2018,2018-01-01,2018-03-31,Recharge & bill payments,TOTAL,85991,18273814.162708722
816,state,goa,2018,2018-01-01,2018-03-31,Peer-to-peer payments,TOTAL,59651,268175048.06992978
817,state,goa,2018,2018-01-01,2018-03-31,Merchant payments,TOTAL,7880,11036031.735657964
818,state,goa,2018,2018-01-01,2018-03-31,Financial Services,TOTAL,1191,520105.642400422
819,state,goa,2018,2018-01-01,2018-03-31,Others,TOTAL,6184,5851742.732386975
820,state,goa,2018,2018-04-01,2018-06-30,Recharge & bill payments,TOTAL,120943,30994284.17044104
821,state,goa,2018,2018-04-01,2018-06-30,Peer-to-peer payments,TOTAL,87878,419492232.52410376
822,state,goa,2018,2018-04-01,2018-06-30,Merchant payments,TOTAL,12456,20162855.70611957
823,state,goa,2018,2018-04-01,2018-06-30,Financial Services,TOTAL,1903,733429.427283199
824,state,goa,2018,2018-04-01,2018-06-30,Others,TOTAL,6395,7221023.530667527
825,state,goa,2018,2018-07-01,2018-09-30,Recharge & bill payments,TOTAL,158797,40314972.94208837
826,state,goa,2018,2018-07-01,2018-09-30,Peer-to-peer payments,TOTAL,150297,639468418.1317002
827,state,goa,2018,2018-07-01,2018-09-30,Merchant payments,TOTAL,21587,26634198.178851012
828,state,goa,2018,2018-07-01,2018-09-30,Financial Services,TOTAL,1867,468171.36483984883
829,state,goa,2018,2018-07-01,2018-09-30,Others,TOTAL,6963,6281208.620754639
830,state,goa,2018,2018-10-01,2018-12-31,Peer-to-peer payments,TOTAL,246426,1021902315.4426756
831,state,goa,2018,2018-10-01,2018-12-31,Recharge & bill payments,TOTAL,212122,54832855.89468471
832,state,goa,2018,2018-10-01,2018-12-31,Merchant payments,TOTAL,45586,66666113.92145965
833,state,goa,2018,2018-10-01,2018-12-31,Financial Services,TOTAL,2523,723599.2328183289
834,state,goa,2018,2018-10-01,2018-12-31,Others,TOTAL,8098,8880194.430766659
835,state,punjab,2019,2019-01-01,2019-03-31,Peer-to-peer payments,TOTAL,4026294,12027441595.712797
836,state,punjab,2019,2019-01-01,2019-03-31,Recharge & bill payments,TOTAL,2304690,986004867.8072444
837,state,punjab,2019,2019-01-01,2019-03-31,Merchant payments,TOTAL,711152,478382600.617519
838,state,punjab,2019,2019-01-01,2019-03-31,Financial Services,TOTAL,45621,6871295.954710579
839,state,punjab,2019,2019-01-01,2019-03-31,Others,TOTAL,84380,75789641.76089522
840,state,punjab,2019,2019-04-01,2019-06-30,Peer-to-peer payments,TOTAL,4140474,16258891447.321405
841,state,punjab,2019,2019-04-01,2019-06-30,Recharge & bill payments,TOTAL,2815047,1440058991.4565237
842,state,punjab,2019,2019-04-01,2019-06-30,Merchant payments,TOTAL,1407963,815090878.0150015
843,state,punjab,2019,2019-04-01,2019-06-30,Financial Services,TOTAL,37435,6876144.454559349
844,state,punjab,2019,2019-04-01,2019-06-30,Others,TOTAL,108911,93875933.52482703
845,state,punjab,2019,2019-07-01,2019-09-30,Peer-to-peer payments,TOTAL,4726946,19146726286.636036
846,state,punjab,2019,2019-07-01,2019-09-30,Recharge & bill payments,TOTAL,3455594,2481094964.9170833
847,state,punjab,2019,2019-07-01,2019-09-30,Merchant payments,TOTAL,2374014,1183743251.2734203
848,state,punjab,2019,2019-07-01,2019-09-30,Financial Services,TOTAL,32359,7912219.734296376
849,state,punjab,2019,2019-07-01,2019-09-30,Others,TOTAL,117899,86338883.28250344
850,state,punjab,2019,2019-10-01,2019-12-31,Peer-to-peer payments,TOTAL,6386367,25564144629.75061
851,state,punjab,2019,2019-10-01,2019-12-31,Recharge & bill payments,TOTAL,4068332,2622222199.1884565
852,state,punjab,2019,2019-10-01,2019-12-31,Merchant payments,TOTAL,3122413,1741259163.3677325
853,state,punjab,2019,2019-10-01,2019-12-31,Financial Services,TOTAL,22956,6382345.429778575
854,state,punjab,2019,2019-10-01,2019-12-31,Others,TOTAL,98557,55793908.45587015
855,state,punjab,2021,2021-01-01,2021-03-31,Peer-to-peer payments,TOTAL,10951083,46908632143.31532
856,state,punjab,2021,2021-01-01,2021-03-31,Merchant payments,TOTAL,9333364,7651004598.907397
857,state,punjab,2021,2021-01-01,2021-03-31,Recharge & bill payments,TOTAL,6332928,3980874403.2760215
858,state,punjab,2021,2021-01-01,2021-03-31,Financial Services,TOTAL,43094,52009482.41407214
859,state,punjab,2021,2021-01-01,2021-03-31,Others,TOTAL,110366,98366463.19387978
860,state,punjab,2021,2021-04-01,2021-06-30,Peer-to-peer payments,TOTAL,13180933,55282486111.30394
861,state,punjab,2021,2021-04-01,2021-06-30,Merchant payments,TOTAL,11225598,9710508482.436422
862,state,punjab,2021,2021-04-01,2021-06-30,Recharge & bill payments,TOTAL,7591039,4370756868.518326
863,state,punjab,2021,2021-04-01,2021-06-30,Financial Services,TOTAL,46218,53309051.06501615
864,state,punjab,2021,2021-04-01,2021-06-30,Others,TOTAL,127460,113998049.29147904
865,state,punjab,2020,2020-01-01,2020-03-31,Peer-to-peer payments,TOTAL,6339183,26350005915.230072
866,state,punjab,2020,2020-01-01,2020-03-31,Recharge & bill payments,TOTAL,4935115,2767419472.6505165
867,state,punjab,2020,2020-01-01,2020-03-31,Merchant payments,TOTAL,3838480,2196329615.3949203
868,state,punjab,2020,2020-01-01,2020-03-31,Financial Services,TOTAL,17924,10987850.955996178
869,state,punjab,2020,2020-01-01,2020-03-31,Others,TOTAL,87082,49442411.668161854
870,state,punjab,2020,2020-04-01,2020-06-30,Recharge & bill payments,TOTAL,6064807,3089758241.1281967
871,state,punjab,2020,2020-04-01,2020-06-30,Peer-to-peer payments,TOTAL,5639212,25074384847.498463
872,state,punjab,2020,2020-04-01,2020-06-30,Merchant payments,TOTAL,2290868,2058898904.3613408
873,state,punjab,2020,2020-04-01,2020-06-30,Financial Services,TOTAL,23314,23704957.876037344
874,state,punjab,2020,2020-04-01,2020-06-30,Others,TOTAL,63093,37907301.34960769
875,state,punjab,2020,2020-07-01,2020-09-30,Peer-to-peer payments,TOTAL,7354451,32477438924.476498
876,state,punjab,2020,2020-07-01,2020-09-30,Recharge & bill payments,TOTAL,5478668,4066750820.6407743
877,state,punjab,2020,2020-07-01,2020-09-30,Merchant payments,TOTAL,4261548,3490665357.291087
878,state,punjab,2020,2020-07-01,2020-09-30,Financial Services,TOTAL,32390,42060249.32847581
879,state,punjab,2020,2020-07-01,2020-09-30,Others,TOTAL,82516,46176796.076553434
880,state,punjab,2020,2020-10-01,2020-12-31,Peer-to-peer payments,TOTAL,9609405,43286909256.83391
881,state,punjab,2020,2020-10-01,2020-12-31,Merchant payments,TOTAL,7144295,6142380827.109474
882,state,punjab,2020,2020-10-01,2020-12-31,Recharge & bill payments,TOTAL,6072201,4201551869.9511185
883,state,punjab,2020,2020-10-01,2020-12-31,Financial Services,TOTAL,38820,51677182.316327386
884,state,punjab,2020,2020-10-01,2020-12-31,Others,TOTAL,133204,92887343.34418696
885,state,punjab,2018,2018-01-01,2018-03-31,Recharge & bill payments,TOTAL,946338,196018621.35851485
886,state,punjab,2018,2018-01-01,2018-03-31,Peer-to-peer payments,TOTAL,690684,2412434633.5413933
887,state,punjab,2018,2018-01-01,2018-03-31,Merchant payments,TOTAL,87477,83873893.96204324
888,state,punjab,2018,2018-01-01,2018-03-31,Financial Services,TOTAL,60688,11162488.423236402
889,state,punjab,2018,2018-01-01,2018-03-31,Others,TOTAL,85246,77268587.56920797
890,state,punjab,2018,2018-04-01,2018-06-30,Recharge & bill payments,TOTAL,1262450,395417027.849745
891,state,punjab,2018,2018-04-01,2018-06-30,Peer-to-peer payments,TOTAL,1017159,4036457553.7177477
892,state,punjab,2018,2018-04-01,2018-06-30,Merchant payments,TOTAL,147667,159406610.2632674
893,state,punjab,2018,2018-04-01,2018-06-30,Financial Services,TOTAL,82256,17719391.411258094
894,state,punjab,2018,2018-04-01,2018-06-30,Others,TOTAL,71631,75671628.7650177
895,state,punjab,2018,2018-07-01,2018-09-30,Peer-to-peer payments,TOTAL,1684209,6173898400.559117
896,state,punjab,2018,2018-07-01,2018-09-30,Recharge & bill payments,TOTAL,1381730,622737633.7524918
897,state,punjab,2018,2018-07-01,2018-09-30,Merchant payments,TOTAL,274458,194883994.57571086
